foyer_id,FullName,DateOfBirth
5983,Alix Pereira,1973-08-20
5984,Philippe Garnier,1960-06-17
5984,Juliette Blin,1958-11-11
5985,Julien Bruneau,2001-11-08
5985,Laetitia Bruneau,2020-12-27
5986,Richard Ferrand,1999-04-03
5986,Alexandrie Mercier,2002-08-23
5986,Timothée Ferrand,2020-03-02
5986,Marianne Ferrand,2007-08-16
5987,Margot Leclercq,1997-02-26
5988,Théophile Garcia,1999-08-26
5988,Adélaïde Hebert,1996-11-01
5989,Clémence Delattre,1997-10-31
5989,Christine Hebert,2006-04-19
5990,Maryse Poirier,2002-01-30
5990,Thibaut Thibault,1997-01-04
5991,Thibaut Da Costa,2001-05-22
5991,Marthe Bertrand,1995-12-27
5992,Jeannine Diaz,1979-12-16
5993,Bernard Muller,1970-10-29
5993,Monique Moreno,1969-10-18
5993,Isabelle Muller,2001-11-05
5993,Isaac Muller,1996-04-09
5994,Nathalie Richard,2001-11-26
5994,Philippine Moreno,2009-08-09
5995,Stéphane Valentin,1988-01-25
5995,André Valentin,2007-02-24
5996,Maurice Peron,1981-09-13
5996,Lucas Peron,2003-02-07
5996,Adrien Peron,2021-11-03
5996,Camille Peron,2020-08-11
5997,Gérard Louis,1964-03-25
5997,Renée Louis,2012-04-01
5997,Guillaume Louis,2009-09-05
5998,Noémi Guilbert,1994-09-30
5998,Franck Roy,1989-03-08
5999,Françoise Charrier,1989-09-27
5999,Étienne Henry,1991-09-02
6000,Sophie Alves,1978-07-15
6000,Roland Henry,2017-07-05
6001,Frédéric Dupont,1959-12-08
6001,Maurice Dupont,2021-05-30
6002,Guy Brun,1955-07-28
6002,Adèle Collet,1955-05-27
6003,Philippine Costa,1979-10-14
6003,Jacques Collet,2011-06-14
6004,Madeleine Becker,1958-08-23
6005,Jérôme Guichard,1958-10-19
6005,Lucy Leleu,1953-05-17
6005,Chantal Guichard,2005-03-08
6006,Patricia Dumas,1990-02-27
6006,Aimée Leleu,2019-04-01
6007,Éric Blin,1996-04-05
6008,Théophile Bonneau,1978-01-08
6008,Hélène Guyon,1978-01-06
6009,Laure Menard,2002-09-14
6009,Rémy Henry,1998-08-24
6009,Yves Henry,2006-10-31
6009,Frédéric Henry,2008-06-05
6010,Bertrand Schmitt,1994-11-15
6011,Dominique Besson,1980-06-03
6011,Daniel Henry,2009-09-05
6011,Martine Henry,2013-04-12
6011,Charlotte Henry,2008-08-17
6012,Thibaut Lejeune,1964-04-20
6012,Océane Bonneau,1968-11-18
6013,Thomas Colas,1975-05-17
6013,Capucine Colas,2022-06-24
6013,Roland Colas,2022-01-13
6014,Agnès Noël,1993-10-05
6015,Roland Guilbert,1955-01-20
6015,Christine Godard,1952-01-12
6016,Thérèse Goncalves,1961-09-20
6017,Luc Evrard,1967-08-06
6017,Marthe Guibert,1966-03-21
6017,Raymond Evrard,2015-06-23
6018,Zoé Reynaud,1995-01-10
6019,Éric Mahe,1978-09-15
6019,Martine Reynaud,1981-04-12
6020,Victor Godard,1996-01-10
6020,Antoinette Sauvage,1990-06-04
6020,Thibaut Godard,2020-05-01
6021,Aurore Weiss,1989-05-19
6021,Guy Sauvage,2008-10-22
6022,Benoît De Sousa,1994-08-17
6022,Sophie Ruiz,1995-08-24
6023,Adélaïde Chauvin,1998-06-06
6023,Augustin Ruiz,2023-10-31
6024,Émile Marchal,1993-10-21
6024,Renée Guérin,1990-10-19
6025,Martine Martins,1986-01-13
6026,Théodore Aubert,1961-12-21
6026,Victoire Bailly,1967-05-26
6026,Pauline Aubert,1982-01-29
6027,Juliette Robin,1993-01-25
6027,Robert Loiseau,1991-03-15
6028,Nathalie Lefebvre,1967-04-01
6028,Roland Maury,1964-01-04
6029,Maggie Petitjean,1961-03-11
6029,Étienne Evrard,1962-12-31
6029,Guillaume Evrard,2006-01-12
6030,Bernadette Briand,1999-11-28
6030,Louis Rocher,1997-09-06
6030,Guillaume Rocher,2012-06-08
6030,William Rocher,2019-01-03
6031,Valentine Roger,1979-03-30
6031,Robert Reynaud,1985-03-19
6031,Adrienne Reynaud,2022-11-02
6031,Susanne Reynaud,2002-11-09
6032,Frédérique Leclerc,1986-05-26
6032,William Girard,1990-04-13
6033,Maggie Coste,1986-08-11
6033,Lucas Munoz,1989-10-10
6033,Hélène Munoz,2016-05-28
6034,Denise Mercier,2001-09-18
6034,Marguerite Munoz,2016-09-28
6034,Hortense Munoz,2021-07-07
6035,Yves Paris,1967-07-09
6035,Cécile Bernard,1967-03-18
6035,Dominique Paris,1985-07-14
6035,Élisabeth Paris,2008-03-22
6036,Michel Colas,1959-11-08
6036,Antoine Colas,1983-08-06
6037,Marie Grenier,1980-03-12
6037,Alexandrie Bernard,2014-06-24
6038,Adélaïde Gosselin,1990-06-18
6038,Emmanuel Auger,1986-06-28
6039,Olivie Schmitt,1957-11-27
6040,Camille Masse,1981-07-13
6041,Marie Rodriguez,1973-03-19
6042,Lucas Martins,1975-04-04
6042,Clémence Laine,1972-01-25
6043,Alphonse Gaudin,1971-05-10
6043,Diane Gaudin,2023-05-18
6044,Philippine Besson,1976-04-02
6044,Xavier Laine,2010-12-11
6044,Adélaïde Laine,1997-04-08
6045,Luc Fontaine,1964-07-06
6045,André Fontaine,1987-10-06
6046,Roger Antoine,2001-08-26
6046,Dominique Antoine,2008-05-08
6047,Noémi Gonzalez,1976-07-10
6047,Margaud Laine,2011-08-02
6048,Philippe Richard,1967-12-30
6048,Noël Richard,2013-11-28
6048,Grégoire Richard,2023-06-05
6048,Xavier Richard,1994-04-15
6048,Nicole Richard,2002-03-19
6049,Auguste Raynaud,1966-07-06
6049,Martine Raynaud,2020-11-22
6049,Étienne Raynaud,2010-12-14
6049,Marc Raynaud,2018-06-25
6050,Anaïs Lemoine,1957-10-11
6050,Philippe Legrand,1952-05-12
6050,Audrey Legrand,2008-05-30
6050,Léon Legrand,1990-04-19
6051,Roland Arnaud,1997-03-13
6051,Margaux Boulay,1994-05-10
6052,Philippe Marchand,2003-09-17
6052,Cécile Lecomte,2000-09-12
6052,Alexandre Marchand,2007-11-04
6052,Arthur Marchand,2019-07-17
6053,Jean Vasseur,1997-07-09
6054,Thibault Picard,1996-05-14
6055,Émile Barbe,1970-09-27
6055,Pauline Barbe,1998-08-05
6056,Daniel Mace,1983-01-31
6056,Eugène Mace,2011-09-02
6057,Xavier Dupuy,1971-11-15
6057,Jeannine Dupuy,2014-11-21
6057,Zacharie Dupuy,2012-05-15
6058,Suzanne Fontaine,1955-05-18
6058,Théodore Pineau,1957-05-29
6058,Cécile Pineau,1994-06-14
6058,Arnaude Pineau,1981-12-31
6059,Alexandre Maillot,1971-09-23
6059,Hélène Barre,1968-02-15
6059,Maryse Maillot,2013-12-28
6060,Matthieu Rodrigues,1965-09-25
6060,Marguerite Mahe,1969-04-26
6061,Marie Fabre,1979-10-17
6061,Matthieu Dias,1974-06-20
6062,Benoît Marchal,1956-08-29
6062,Nathalie Payet,1960-11-04
6062,Henri Marchal,2000-04-13
6063,Théophile Mallet,1969-11-15
6063,Alix Marques,1972-04-24
6063,Henriette Mallet,2019-04-23
6063,Charles Mallet,2012-05-07
6064,Anne Huet,1965-07-26
6064,Martin Dias,1965-11-08
6064,Élodie Dias,1989-12-08
6065,Célina Bailly,1999-08-11
6065,Xavier Robert,2001-01-02
6065,Alexandria Robert,2007-06-28
6066,Rémy Lemaire,2002-05-16
6066,Pénélope Lemaire,2005-12-15
6067,Catherine Philippe,1970-08-11
6067,Lucas Guibert,1966-09-15
6068,Thomas Guillet,1972-02-08
6068,Sylvie Carre,1969-05-19
6068,Marguerite Guillet,2023-03-14
6069,Bernard Foucher,1990-01-11
6069,Marie Foucher,2017-12-03
6070,Arnaude Diaz,1991-07-22
6070,Patrick Bousquet,1989-05-28
6071,Patrick Dubois,1997-02-28
6071,Maggie Berger,1991-12-03
6071,Sébastien Dubois,2003-04-09
6072,Sophie Legrand,1955-02-22
6072,Théophile Mahe,1956-04-10
6073,Édouard Lacroix,1977-02-06
6073,Louis Lacroix,2020-08-08
6074,Franck Raynaud,1975-08-06
6074,Audrey Raynaud,2022-04-21
6075,Nicolas Gilles,1997-08-29
6075,Hélène Faure,1998-08-31
6075,William Gilles,2012-07-23
6075,Madeleine Gilles,2022-03-16
6075,Luce Gilles,2018-05-19
6075,Zoé Gilles,2015-11-05
6076,Marcelle Roger,2003-03-11
6076,Andrée Faure,2009-06-13
6077,Henriette Leroux,1959-07-11
6077,Michel Vallée,1958-03-21
6078,Lucy Lamy,1956-06-27
6078,Thierry Gérard,1959-08-16
6078,Étienne Gérard,1984-08-22
6078,Alfred Gérard,2023-06-07
6078,Étienne Gérard,1975-10-12
6079,Tristan Nicolas,1984-12-01
6079,Éléonore Nicolas,2023-01-12
6080,Eugène Lambert,1963-09-04
6080,Agathe Pasquier,1960-12-25
6081,Julien Guyot,1957-05-27
6082,Grégoire Faure,1973-09-21
6082,Brigitte Faure,2002-02-26
6083,Nicolas Martel,1984-07-29
6083,Lucy Langlois,1982-04-27
6083,Denis Martel,2007-07-16
6084,Roland Weiss,1982-11-25
6084,Aimée Cordier,1985-07-07
6084,Richard Weiss,2005-03-25
6084,Augustin Weiss,2007-04-18
6085,David Dufour,2002-05-16
6085,Pierre Dufour,2013-10-24
6086,Xavier Hamel,1955-05-21
6086,Astrid Lombard,1959-03-06
6087,Thomas Roussel,1972-01-30
6087,Sophie Roussel,1991-08-04
6088,Lucie Dias,1995-08-24
6088,Arthur Lombard,2003-10-14
6089,Simone Petitjean,1986-11-06
6089,Raymond Leclercq,1985-02-02
6090,Noémi Allain,1995-11-15
6090,Alain Guichard,1993-11-08
6091,Juliette Bertrand,1990-05-07
6092,Guillaume Turpin,1962-04-25
6092,Laetitia Martinez,1963-10-30
6093,Théophile Besnard,1993-05-02
6093,Élise Laurent,1993-09-29
6094,Geneviève Fernandes,1962-05-08
6094,William Dupuy,1968-01-17
6094,Juliette Dupuy,1996-03-30
6095,Brigitte Barbier,1973-05-31
6095,Jules Guyon,1975-08-26
6096,Sophie Monnier,1974-03-08
6097,Alix Blondel,1970-06-24
6097,Élise Guyon,2009-07-18
6098,Hortense Michaud,1966-08-24
6098,Jean Guyon,1990-06-03
6099,Tristan Moreno,1993-11-19
6099,Maggie Leleu,1992-07-24
6099,Anouk Moreno,2018-08-13
6099,Monique Moreno,2009-01-26
6100,Maggie Delorme,1989-11-18
6100,Célina Leleu,2006-08-22
6100,Valérie Leleu,2013-02-23
6101,Noémi Foucher,1961-08-03
6101,Guillaume Blanchard,1962-12-16
6102,Aimé Leclercq,1966-11-26
6102,Anastasie Fontaine,1967-10-10
6102,Audrey Leclercq,2010-12-14
6102,Étienne Leclercq,1987-07-16
6103,Nathalie Hoarau,1991-02-24
6103,Rémy Merle,1987-07-17
6103,Isaac Merle,2023-04-29
6103,Nathalie Merle,2010-10-25
6103,Dominique Merle,2014-07-10
6104,Marc Martineau,1984-07-27
6104,Valérie Leduc,1983-07-17
6104,Franck Martineau,2019-12-31
6105,Capucine Colas,1956-11-10
6105,Thibaut Leduc,1988-08-21
6106,Olivier Lebon,1977-12-06
6106,Gabriel Lebon,2013-06-02
6107,Christiane Loiseau,1967-11-30
6107,Olivier Barre,1968-05-04
6108,Sébastien Martins,1970-08-28
6108,Thérèse Fleury,1975-10-11
6109,Émilie Perrot,1987-02-14
6109,Thomas Normand,1981-10-31
6109,Zoé Normand,2007-10-08
6109,Marthe Normand,2023-08-27
6110,Louise Martel,1991-07-17
6111,Timothée Lévy,1983-04-27
6111,Christophe Lévy,2004-07-29
6112,Louise Hoarau,1969-03-05
6112,Constance Normand,1999-06-23
6113,Madeleine Rocher,1980-12-11
6113,Marie Normand,2016-08-12
6113,Émile Normand,2005-09-29
6113,Nathalie Normand,2019-07-08
6114,Juliette Besson,1964-02-05
6114,Thomas Leclerc,1962-12-21
6114,Océane Leclerc,2002-04-26
6114,Gérard Leclerc,2000-10-25
6114,Élisabeth Leclerc,1991-01-27
6114,Édith Leclerc,1992-02-03
6115,Sébastien Lebrun,1968-03-03
6115,Christiane Dubois,1965-07-10
6116,Capucine Giraud,2000-12-09
6116,Juliette Dubois,2005-07-07
6117,Denise Lopez,1983-12-24
6117,Arthur Bouvet,1985-10-12
6117,Susan Bouvet,2016-04-17
6117,Louis Bouvet,2006-02-25
6117,Éric Bouvet,2004-07-11
6118,Emmanuelle Fernandes,1973-01-09
6118,Thierry Barbe,1971-10-14
6118,Marie Barbe,2013-05-24
6118,Élisabeth Barbe,1991-07-23
6119,Nicolas Bernier,1987-09-05
6119,Denise Meyer,1982-12-15
6120,Charles Menard,1998-11-04
6120,Pénélope Menard,2020-12-10
6121,Alix Regnier,1963-01-16
6121,Lorraine Meyer,1982-09-21
6122,Françoise Gallet,1983-04-04
6122,Paul Meyer,2018-08-22
6123,Philippe Perez,1976-09-20
6123,Bernadette Bertrand,1971-10-30
6123,Yves Perez,1998-04-21
6123,Pierre Perez,2013-01-30
6123,Adélaïde Perez,2004-11-24
6124,Margaret Brun,1991-01-29
6124,Hugues Perrier,1985-02-11
6125,Robert Lucas,1979-11-26
6125,Susan Guichard,1981-12-11
6126,Renée Renaud,1975-04-27
6126,Thibaut Martins,1980-10-18
6126,Martin Martins,2003-06-16
6126,Stéphanie Martins,2008-04-19
6127,Laetitia Gaudin,1968-10-08
6127,Denis Lefort,1970-10-20
6128,Isabelle Carpentier,1975-01-05
6128,Franck Lemaître,1977-07-22
6128,Susan Lemaître,2021-08-02
6129,Georges Diaz,1994-10-19
6129,Chantal Perret,1998-04-07
6129,Christiane Diaz,2012-05-07
6129,Auguste Diaz,2018-07-18
6130,Noël Maury,1972-10-24
6130,Henri Maury,2020-09-06
6131,Aimé Guichard,1986-11-30
6131,Cécile Lebreton,1984-02-09
6131,Gabrielle Guichard,2018-09-05
6131,Michelle Guichard,2006-04-05
6132,Arnaude Vincent,1987-04-29
6132,Anne Lebreton,2010-02-16
6133,Aimé Guillou,1958-12-01
6133,Luce Guillou,2004-01-14
6134,Margaret Grondin,1999-06-24
6134,Joseph Lebreton,2016-06-03
6134,Gilbert Lebreton,2011-05-01
6135,Georges Clerc,1979-11-04
6135,Jeannine Texier,1980-05-14
6135,Raymond Clerc,2003-06-19
6135,Michèle Clerc,2003-03-17
6135,Geneviève Clerc,2020-01-08
6135,François Clerc,2000-06-25
6135,Raymond Clerc,2003-10-05
6136,Auguste Buisson,1968-08-01
6136,Chantal Buisson,1991-11-09
6137,Margaux Arnaud,1989-12-18
6137,Alphonse Delorme,1984-05-14
6138,Édouard Breton,1970-05-05
6138,Océane Lecomte,1975-08-08
6138,Philippine Breton,1997-05-18
6138,Manon Breton,2011-04-18
6139,Zoé Brun,1984-06-04
6140,Marthe Bruneau,1975-02-26
6140,Sébastien Chartier,1970-08-21
6141,Édouard Martins,1998-09-14
6142,Arthur Legendre,1961-06-26
6142,Chantal David,1961-02-19
6142,Suzanne Legendre,2005-07-21
6143,Emmanuel Vasseur,1976-12-21
6143,Monique Fischer,1980-08-05
6143,Michèle Vasseur,2019-04-21
6143,Matthieu Vasseur,2015-07-17
6143,Pénélope Vasseur,2004-02-17
6144,Marc Mary,1983-04-28
6144,Édith Mary,2020-10-08
6144,Maggie Mary,2018-12-13
6144,Jacques Mary,2009-05-03
6145,François Masson,1988-04-25
6145,Isabelle Boyer,1984-02-07
6145,Danielle Masson,2021-09-03
6146,Hugues Moreno,1956-08-06
6147,Paulette Moulin,1991-05-23
6148,Gérard Leblanc,1986-11-29
6149,Margaux Chauvin,1969-09-09
6149,Jérôme Evrard,1970-09-08
6149,Édith Evrard,1995-04-07
6149,Guy Evrard,1998-06-15
6149,Bertrand Evrard,1988-09-16
6150,Thomas Andre,1976-01-29
6151,Lucy Munoz,1997-06-24
6151,Marcel Antoine,2002-02-05
6151,Émilie Antoine,2018-08-27
6152,Suzanne Boyer,1975-04-18
6152,Alfred Antoine,2018-12-19
6153,Geneviève Regnier,1958-03-26
6153,Roger Joubert,1952-06-15
6153,Benoît Joubert,2014-12-27
6153,Renée Joubert,2012-04-07
6154,Virginie Laroche,1974-06-29
6154,Matthieu Pichon,1968-11-25
6154,Robert Pichon,2018-12-11
6154,Thierry Pichon,2013-05-31
6154,Virginie Pichon,2005-03-14
6155,Jeannine Hubert,1968-07-27
6155,Étienne Blin,1966-03-28
6156,Vincent Morvan,1972-01-31
6156,Célina Renaud,1970-05-01
6156,Laetitia Morvan,2008-12-01
6156,Adélaïde Morvan,2018-09-04
6157,Andrée Charrier,1966-02-24
6157,Théodore Cordier,1967-10-02
6158,Guillaume Vallée,1966-09-08
6158,Joséphine Vallet,1965-05-05
6158,Constance Vallée,2008-07-03
6159,Joséphine Rocher,1983-07-01
6159,Augustin Garnier,1983-07-11
6159,Adrien Garnier,2016-08-25
6159,Claudine Garnier,2009-08-03
6159,Édouard Garnier,2005-10-21
6160,William Garcia,1960-10-03
6160,Capucine Fischer,1954-12-12
6160,Maurice Garcia,2004-04-15
6160,Véronique Garcia,2020-01-11
6161,Olivie Poirier,1967-02-03
6161,Paul Merle,1967-03-24
6161,Thibaut Merle,1999-04-10
6162,Guillaume Jacquot,1986-04-29
6162,Charlotte Torres,1982-12-07
6162,Nicolas Jacquot,2021-09-26
6163,Julien Pinto,1997-06-05
6163,Pénélope Bousquet,2001-12-23
6164,Mathilde Brunet,1993-04-14
6164,Charlotte Bousquet,2022-11-24
6165,Vincent Denis,1959-05-20
6165,Olivie Grégoire,1964-10-26
6165,Patricia Denis,2005-01-27
6165,Agnès Denis,2000-12-02
6166,Léon Gonzalez,1992-07-17
6166,Adélaïde Gonzalez,2003-08-21
6167,Aurore Carlier,1988-09-13
6167,Matthieu Blanchet,1994-02-02
6167,Alexandrie Blanchet,2010-11-01
6168,Léon Lombard,1993-02-13
6168,Élodie Albert,1992-04-11
6168,Nicolas Lombard,2011-05-13
6169,Alain Ollivier,2003-03-02
6169,Henriette Potier,1999-06-23
6170,Manon Dijoux,1992-12-17
6170,Louis Collet,1996-04-13
6170,Jeanne Collet,2012-05-03
6170,Vincent Collet,2006-12-07
6171,Robert Schneider,1961-03-24
6171,Gabriel Schneider,1995-11-28
6172,Emmanuelle Lombard,1956-10-31
6172,Jean Weiss,1956-11-14
6172,Véronique Weiss,1997-09-18
6172,Jeanne Weiss,2014-03-16
6173,Alphonse Pinto,1993-04-17
6173,Margaux Camus,1987-11-12
6174,François Barre,1992-04-26
6174,Valérie Brunet,1994-08-19
6174,Jacques Barre,2023-01-31
6175,Alfred Dijoux,1996-07-29
6176,Odette Leblanc,1964-01-31
6176,Paul Brunet,2006-01-26
6177,Adrien Morvan,1964-08-28
6177,Marcel Morvan,2014-05-05
6178,Denise Lebrun,1963-07-02
6178,Adrien Roche,1962-01-04
6179,Grégoire Jacquot,1970-11-25
6179,Anaïs Maillard,1965-10-01
6180,Jean Hoarau,2003-02-16
6181,Alex Barbe,2002-09-05
6181,Joseph Coulon,2003-06-22
6182,Emmanuelle Pottier,2001-07-09
6182,Noël Coulon,2022-01-06
6183,Éléonore Dumont,1995-04-19
6183,Jacqueline Coulon,2014-08-19
6184,Thomas Michel,1982-10-15
6184,Margot Albert,1985-05-23
6184,Marguerite Michel,2020-07-28
6184,Marine Michel,2006-03-05
6185,Roger Coulon,2000-02-11
6185,Élise Coulon,2007-11-10
6185,Célina Coulon,2021-09-23
6186,Claudine Blanchet,1976-01-05
6187,Frédéric Pires,2003-01-22
6187,Alex Pires,2021-07-14
6188,Nicole Gallet,1975-05-25
6189,Lucas Lecoq,1965-05-17
6189,Camille Lefebvre,1967-12-12
6189,Michelle Lecoq,2004-04-19
6190,René Bernard,1998-01-28
6190,Dominique Guyon,1998-10-10
6190,Élodie Bernard,2016-02-13
6191,Michelle Chauvin,1996-03-11
6191,Charles Faivre,1993-06-07
6191,Sophie Faivre,2020-02-12
6192,Valentine Maréchal,1976-04-13
6192,Marianne Faivre,2001-09-27
6193,Aimé Gomez,1988-10-31
6193,Olivie Costa,1994-07-20
6193,Henriette Gomez,2015-11-24
6194,Simone Boucher,1975-11-02
6194,Juliette Costa,1998-03-12
6194,Maggie Costa,2016-03-15
6195,Yves Dias,1973-06-12
6196,Patrick Millet,1977-12-13
6196,Adèle Millet,2016-03-09
6196,Anastasie Millet,2017-04-19
6197,Xavier Colas,1973-10-04
6197,Isabelle Boyer,1973-04-21
6197,Gilles Colas,2019-07-02
6197,Josette Colas,2008-12-11
6198,Philippine Neveu,1973-03-09
6198,Hugues Delmas,1968-07-03
6199,Pierre Jourdan,1961-02-14
6199,Camille Clerc,1959-04-09
6199,Geneviève Jourdan,2023-06-06
6199,Raymond Jourdan,2004-05-06
6199,Martin Jourdan,2005-11-11
6200,Étienne Lacombe,1961-10-02
6200,Anastasie Mathieu,1961-09-16
6200,Isaac Lacombe,2016-04-06
6201,Louise Fabre,2000-09-08
6201,Xavier Devaux,1999-08-29
6202,Victoire Bonnet,1967-07-21
6202,Antoine Lemaire,1962-11-30
6202,Luc Lemaire,1999-03-19
6202,Philippe Lemaire,1992-04-07
6202,Lucie Lemaire,1991-12-16
6203,Roland Bourdon,1958-08-23
6203,Astrid Da Costa,1958-02-20
6203,Robert Bourdon,1997-11-28
6204,Hugues Antoine,1998-04-20
6205,Philippine Garcia,1955-10-05
6205,Jules Peltier,1955-02-15
6206,Thierry François,1980-11-22
6206,Lucy Roux,1984-10-24
6206,Jeanne François,1999-12-02
6207,Marcel Mathieu,1955-01-22
6207,Aimée Labbé,1953-03-14
6207,Marie Mathieu,1991-10-10
6208,Margot Letellier,1965-01-11
6209,Dorothée Gosselin,1962-08-03
6209,Daniel Delannoy,1963-05-07
6209,Philippine Delannoy,2016-07-14
6210,Franck Laine,1961-12-16
6211,Martin Bonnet,1988-06-09
6211,Nicole Delannoy,1987-05-11
6211,Benjamin Bonnet,2013-01-11
6212,Caroline Brun,1995-11-20
6212,Gilles Henry,1991-05-05
6213,Jacqueline Hernandez,1979-11-01
6213,Grégoire Briand,1980-12-15
6214,Yves Garnier,1993-06-27
6214,Camille Briand,1990-12-27
6215,Noël Lamy,1984-12-12
6215,Patricia Allard,1979-05-22
6216,Margot Julien,1957-03-12
6217,Alfred Alves,1978-01-13
6217,Hortense Bourgeois,1982-04-30
6217,Stéphanie Alves,2021-03-01
6217,Denis Alves,2001-09-12
6218,Henriette Perrin,1978-06-22
6218,Philippe Buisson,1980-09-03
6218,Michelle Buisson,2009-09-07
6218,Aurore Buisson,2019-01-22
6219,Marie Monnier,1982-03-20
6219,Vincent Moreau,1979-05-27
6219,Renée Moreau,2023-07-03
6220,Zacharie Coste,1975-06-09
6220,Joséphine Brun,1970-08-31
6220,Jeanne Coste,1998-04-30
6220,Jérôme Coste,2021-02-08
6221,Christine Petitjean,1999-08-05
6222,Virginie Girard,1992-02-28
6223,Guillaume Clément,1965-06-13
6223,Inès Fontaine,1960-07-19
6224,Margot Allain,1982-09-06
6224,Antoine Le Goff,1988-05-03
6224,Jeannine Le Goff,2006-11-11
6224,Thibaut Le Goff,2010-08-23
6225,Dominique Dos Santos,1994-12-14
6225,Charles Dias,1998-11-07
6225,Laure Dias,2017-05-12
6226,Alex Lecomte,1995-01-02
6226,Augustin Dias,2015-02-19
6227,Nicole Mendès,1984-06-12
6227,Pauline Dias,2019-08-25
6228,Clémence Guillon,1981-09-28
6228,Caroline Dias,2005-08-04
6228,Valentine Dias,2018-01-27
6229,Noël Dupuis,1989-06-09
6229,Luc Dupuis,2013-03-30
6230,Odette Colas,1994-10-11
6231,Julie Moulin,1956-11-12
6231,Honoré Hoareau,1955-11-22
6231,Cécile Hoareau,1994-01-31
6231,Marthe Hoareau,2021-05-23
6232,Maggie Renault,2003-08-23
6232,Alfred Hoareau,2021-01-14
6233,Gabrielle Torres,1982-05-06
6233,Isabelle Hoareau,2023-08-31
6234,Daniel Bonnin,1978-07-04
6235,Valérie Lenoir,1970-05-28
6235,Pierre Hoareau,1994-10-22
6236,Auguste Seguin,1995-02-21
6236,Christine Hoarau,1989-04-07
6236,Thérèse Seguin,2005-02-15
6237,Amélie Boyer,1975-11-15
6237,Emmanuelle Hoarau,2009-09-17
6237,Josette Hoarau,2017-10-23
6238,Aimé Marques,2003-03-17
6238,Alix Meyer,2001-08-08
6239,Madeleine Girard,1979-03-11
6239,Olivier Bernard,1983-02-10
6239,Alexandria Bernard,2018-03-11
6240,Élise Torres,1967-06-08
6240,Julie Bernard,1988-03-22
6241,Éric Blot,1973-10-18
6241,Isabelle Blot,2019-06-27
6242,Isaac Pinto,1972-01-19
6243,Théophile Perrier,1964-08-08
6243,Marguerite Peltier,1963-07-13
6244,Léon De Oliveira,1976-10-19
6244,Chantal De Oliveira,1996-05-11
6244,Jacqueline De Oliveira,1996-05-08
6244,Laurence De Oliveira,1998-09-05
6245,Élisabeth Lévy,1984-07-27
6245,Jérôme Léger,1986-01-20
6245,Martine Léger,2016-03-01
6245,Dominique Léger,2015-04-15
6246,Henriette Hebert,1961-02-12
6246,Aimé Morel,1963-05-25
6246,Dorothée Morel,2008-12-24
6246,Philippine Morel,2018-08-02
6247,Patrick Hubert,2003-04-12
6248,Adélaïde Costa,1995-09-06
6248,Christophe Morel,2003-04-24
6249,Véronique Morin,1988-05-09
6249,Emmanuel Henry,1993-08-26
6250,Caroline Jean,1965-12-31
6250,Alphonse Carlier,1971-05-09
6250,Julie Carlier,2022-02-05
6250,Margaud Carlier,1985-01-10
6251,Isaac Guibert,2001-02-12
6251,Michelle Durand,1995-08-11
6251,Valérie Guibert,2017-01-17
6252,Henri Noël,1980-08-29
6252,Laetitia Vasseur,1975-06-24
6253,Raymond Chevalier,1999-12-28
6253,Susan Salmon,1998-12-15
6253,Paul Chevalier,2007-10-02
6254,Frédéric Charrier,1974-03-09
6254,Renée Dumont,1974-03-12
6254,Hugues Charrier,2010-08-08
6255,Maurice Chevalier,1994-11-24
6255,Olivie Millet,1995-02-01
6256,Charlotte Blin,1986-09-28
6257,Vincent Guichard,1970-07-10
6257,Xavier Guichard,2000-08-06
6258,Susanne Maury,1980-05-23
6258,Isaac Pruvost,1974-11-16
6258,Alexandria Pruvost,2000-01-17
6259,Joséphine Dijoux,1966-11-28
6260,Anouk Lacroix,1998-10-26
6260,Jean Durand,2003-01-19
6260,Pauline Durand,2015-03-30
6261,Alexandria Joseph,1991-04-07
6261,Virginie Durand,2012-12-18
6262,Catherine Deschamps,1982-07-19
6262,Sébastien Allain,1984-05-24
6262,Alfred Allain,2009-11-02
6263,Alphonse Vallée,1982-06-02
6263,Stéphanie Michaud,1983-11-21
6264,Alphonse Techer,1999-10-06
6264,Catherine Nicolas,2000-07-24
6264,Paulette Techer,2015-05-08
6265,Émilie Perrin,1997-04-29
6265,Isaac Valentin,1992-07-16
6266,Bernard Étienne,1982-09-22
6266,Bernadette Renard,1977-04-19
6267,Noémi Tessier,1971-09-05
6267,Stéphane Renard,2019-11-10
6268,Chantal Simon,1972-07-04
6268,Gérard Morin,1973-10-15
6268,Bernadette Morin,1992-07-22
6269,Élise Paul,1996-01-23
6269,Frédéric Foucher,2002-01-08
6269,Claire Foucher,2010-11-20
6269,Hélène Foucher,2016-04-12
6269,Nath Foucher,2005-06-29
6269,Charles Foucher,2016-04-05
6270,Patrick Ruiz,2002-04-15
6270,Audrey Salmon,2000-11-15
6270,Marianne Ruiz,2021-06-22
6271,Antoinette Dumas,1962-02-02
6271,Agathe Salmon,2000-03-29
6272,Guy Fischer,1999-12-09
6272,Timothée Fischer,2008-03-27
6272,Élise Fischer,2018-01-18
6272,Benoît Fischer,2015-06-17
6273,Paul Hamon,1970-11-02
6273,Denise Hamon,1990-03-01
6273,Andrée Hamon,2020-08-08
6274,Valérie Vallet,1975-08-26
6275,Marcelle Goncalves,1998-09-16
6275,Lucas Dijoux,1995-06-20
