Married,NumberOfChildren,Address,CreditCardNumber,CreditCardExpirationDate,CreditCardCVC,DrivingLicenseDateObtained,DrivingLicenseAgeObtained
False,0,"29, avenue Nicole Charles
47324 Sainte Alix",5505-9194-7187-2952,6/24,261,2006-02-11,31.912388774811774
True,1,"35, avenue Alexandre
33916 Lemaître",1994-2833-7497-2772,8/24,874,1996-11-21,24.251882272416154
True,1,"boulevard Joséphine Tessier
61826 Bègue",5104-6587-2759-5896,12/25,050,2016-05-30,20.473648186173854
True,1,"84, rue Christine Blondel
51467 Blondel",9678-4953-5536-2544,10/25,154,1992-11-27,36.92265571526352
True,0,"8, chemin de Le Roux
28839 Carreboeuf",8693-2478-9453-6869,9/24,533,2014-11-06,22.622861054072555
True,2,"34, rue Margot Raymond
12503 Lebrun-la-Forêt",5545-1891-2653-1755,12/24,160,2021-03-05,34.43394934976044
True,0,"69, rue de Regnier
61339 Gros-sur-Chauvin",1793-7966-5978-5366,5/25,822,2022-05-02,20.859685147159478
True,0,"63, rue de Legendre
23783 Barthelemy-les-Bains",8418-6631-9313-1179,8/25,795,2010-11-22,32.035592060232716
False,0,"25, rue de Couturier
83883 Pages",9533-9392-9532-9702,10/24,899,2019-01-20,32.375085557837096
True,0,"478, boulevard Honoré Chauveau
02984 Pasquier",9092-6079-2957-4067,5/25,363,2001-07-17,26.466803559206024
True,0,"chemin Guibert
95879 Millet",7277-3835-9209-6361,12/25,667,2001-12-06,35.383983572895275
True,0,"8, rue Laurence Bigot
05617 Saint Daniel",4819-9230-5606-1174,8/24,199,2018-01-19,21.90280629705681
False,1,"50, rue Lelièvre
68535 Sainte Aimé",6823-8076-6271-8052,11/24,104,2007-08-27,22.195756331279945
True,1,"74, boulevard Julie Colin
30982 Gomesdan",8373-6267-9579-8255,10/25,225,2018-05-13,22.770704996577688
True,2,"4, rue Foucher
33401 Delmas",5819-4879-3545-7165,12/25,239,2021-05-30,34.392881587953454
True,0,"boulevard Danielle Louis
47925 Blot-sur-Sauvage",4206-3780-6800-8562,7/24,251,2009-06-15,23.78097193702943
False,1,"64, boulevard Fontaine
40860 Gautier",4913-5644-6396-7138,9/25,002,2013-04-16,39.68788501026694
True,2,"736, rue Joubert
27442 Goncalves",8399-7519-5008-9710,8/25,889,2005-06-01,48.78302532511978
True,2,"8, chemin de Lucas
16579 Bonneau-sur-Vidal",2717-5150-8818-7210,7/24,286,2019-10-03,20.251882272416154
True,2,"26, chemin Thierry
53908 Renardboeuf",9497-7792-8069-3311,8/25,948,2022-08-12,19.734428473648187
True,1,"46, rue Hélène Michel
17288 Charrier",6279-1633-2946-2498,4/25,354,2021-12-29,38.299794661190965
True,1,"662, chemin de Antoine
09333 Poulain",1507-1658-7250-5872,5/24,694,2021-11-27,19.54277891854894
False,1,"11, rue Laetitia Lebreton
19991 Renault",6206-9462-5549-6312,7/25,304,2012-05-27,47.0362765229295
False,0,"22, rue de Blin
02699 Gaudindan",7708-3475-9502-5004,1/24,543,1990-03-01,18.198494182067076
True,0,"1, rue Adèle Royer
45741 SalmonVille",8715-5742-4297-8301,7/24,809,1989-09-29,19.24435318275154
False,0,"892, boulevard William Albert
88514 Roche",5974-2265-4812-4268,12/24,658,2010-01-29,25.68104038329911
True,0,"93, boulevard Joly
20787 Roussetnec",1359-5552-8955-4625,11/25,542,2021-08-25,23.581108829568787
True,0,"11, chemin Julien Ramos
10394 Saint MoniqueVille",1160-6225-2287-9416,3/24,153,2003-12-10,27.838466803559207
True,0,"8, boulevard Mathieu
11181 Perrin",7526-8535-2047-2837,2/24,173,1986-01-28,24.889801505817932
True,1,"48, boulevard Gilles Aubert
43494 Arnaud",1469-6403-7468-6201,6/24,967,1994-05-03,23.698836413415467
True,0,"avenue Seguin
27724 Grondin-les-Bains",7940-6566-4316-1840,4/24,974,2006-06-02,26.872005475701574
False,1,"893, boulevard de Maillot
45276 Saint SylvieVille",1728-6846-3542-4091,1/24,117,2002-04-13,38.362765229295
True,0,"50, rue Thibault Lévêque
59224 Sainte Édouard",3108-6501-2333-1130,10/24,114,2018-10-27,35.92881587953457
True,0,"avenue Collet
84469 Fischer",7472-3055-5214-4906,8/25,087,2019-12-01,19.003422313483917
False,1,"boulevard Victoire Laroche
40964 Morel",2029-3534-7256-3679,7/24,848,2011-09-22,20.640657084188913
True,3,"7, rue de Parent
06669 Jacquot-la-Forêt",2609-3244-9918-8433,5/25,203,2018-07-15,20.030116358658454
False,0,"363, chemin Caron
57216 Le Roux",4591-9278-9471-7316,11/24,925,1987-04-23,23.236139630390145
True,0,"78, rue Véronique Vidal
92515 Blotdan",9532-9341-5846-7725,4/24,618,2005-01-01,23.87953456536619
False,0,"372, avenue Fournier
88874 Peron",9703-2710-2097-4134,11/25,304,2004-03-04,18.88021902806297
True,0,"rue de Payet
32408 Lecomte-sur-Perret",7110-3120-9834-1594,2/24,501,2005-11-29,18.600958247775495
True,2,"boulevard Morin
09557 Hardy",5194-3819-3951-9517,10/25,865,2015-08-19,39.20876112251882
True,1,"63, rue Peron
97189 Lecomte",3306-3142-6121-4369,6/24,537,2008-07-25,18.053388090349078
True,2,"658, rue Pasquier
49269 AllardBourg",3711-5943-5952-3283,12/25,459,2019-05-21,57.76865160848734
True,0,"54, rue Delmas
97668 Pruvost",6186-3790-4056-8588,9/24,081,1989-01-28,28.20807665982204
True,0,"avenue de Allain
20663 Prévost-les-Bains",2389-1398-8412-2302,9/25,583,2020-01-03,18.60643394934976
True,0,"944, rue Brun
46518 Roux",2636-7189-3255-3712,8/24,082,2011-11-08,43.436002737850785
True,1,"9, avenue Pierre
52516 Maurice-sur-Gosselin",5293-3040-1999-3351,3/24,633,2016-11-08,47.90965092402464
True,2,"2, boulevard Hortense Didier
79447 LopesBourg",2252-6051-6173-5408,6/25,748,2018-06-28,18.22861054072553
True,1,"132, avenue Monique Hernandez
27115 Saint BenoîtVille",4125-9211-3796-1674,12/24,469,2003-03-15,26.54072553045859
True,0,"40, rue Étienne Verdier
75301 Légernec",2342-3375-5307-8395,4/25,567,2014-12-22,52.50376454483231
False,2,"chemin Aubert
72354 Fournierboeuf",7072-4230-9186-9539,2/24,655,2013-12-27,37.54688569472964
False,1,"717, rue de Fouquet
63100 Delmas",4727-4451-1677-4098,4/24,784,2022-10-11,24.695414099931554
True,0,"2, rue de Alexandre
42676 Parentdan",6460-6988-1133-4523,7/25,402,2020-12-08,34.36002737850787
False,1,"rue de Raymond
68277 LecomteVille",4024-2841-5813-6549,4/24,282,2009-06-25,20.331279945242983
True,3,"2, boulevard Boyer
33152 Thibault",9924-8212-6035-8046,8/24,290,2021-09-14,23.802874743326488
True,0,"9, rue Margaux Rolland
56144 Dupont",2610-5510-3575-9270,12/24,442,2020-01-04,62.677618069815196
True,0,"71, chemin de Boulay
21514 DelahayeBourg",6168-1481-6762-8814,8/24,206,1993-07-07,23.397672826830938
False,0,"chemin Costa
84910 Saint Juliettenec",5222-4078-6936-9765,10/25,606,2021-01-17,20.27378507871321
True,1,"272, rue de Voisin
44222 Caron",8984-4314-9111-2777,6/24,556,1985-07-12,27.236139630390145
True,0,"326, chemin Valette
73485 Saint Constance-sur-Mer",1326-2213-4590-5514,3/24,790,2007-09-25,20.05475701574264
False,2,"32, avenue Bernard
70891 Schmitt",6202-5976-2212-4926,6/25,534,1982-07-13,25.541409993155373
True,0,"690, avenue de Godard
18181 Sainte Caroline-la-Forêt",5321-3897-8512-9221,8/24,890,1999-07-03,30.529774127310063
False,1,"24, boulevard de Carlier
54968 Lopez",9785-1867-7924-9139,6/25,851,1987-07-18,20.78028747433265
False,0,"rue André Fournier
97693 Martinez",2301-5706-3885-3172,9/25,077,2020-10-30,47.553730321697465
True,0,"49, avenue de Dubois
37446 Paris-sur-Jourdan",3964-5744-8183-2020,4/24,797,2003-02-24,19.143052703627653
False,0,"43, rue Grenier
71710 Sainte RogerBourg",5161-2806-8432-9893,11/25,933,2010-06-04,32.42436687200548
False,2,"745, rue de Letellier
67266 Lemoine-les-Bains",5987-9917-4862-7885,4/25,177,1984-12-14,18.365503080082135
False,1,"875, avenue Guillot
28905 Noëlboeuf",3101-6023-2751-1137,9/25,620,2021-11-28,18.119096509240247
True,1,"36, rue de Gaudin
69394 Saint Stéphanieboeuf",8706-7228-6803-5736,3/25,648,2001-08-23,32.46269678302532
False,0,"842, rue Lemoine
07548 Lemaître-sur-Mer",3293-7071-9456-1738,12/24,449,2021-12-09,18.036960985626283
True,1,"rue Philippe Jacquot
48911 Marty",2434-1798-2122-4230,4/25,293,2021-04-20,30.31895961670089
True,1,"3, avenue de Turpin
34408 Alves",3441-3402-9660-8292,11/25,757,2022-08-01,22.584531143052704
False,0,"980, chemin Élisabeth Lagarde
26391 Delaunay",5698-3309-6508-7500,3/25,593,2005-11-08,21.04312114989733
True,0,"chemin de Le Goff
21158 Jacquotboeuf",9241-7495-4347-8450,2/24,193,2016-11-06,52.030116358658454
False,0,"rue Dorothée Peron
62843 Marchand-les-Bains",2902-6536-3813-5940,4/25,379,2022-07-12,21.585215605749486
False,3,"347, chemin Gallet
50497 Adamdan",3616-9375-2296-2454,3/24,098,2022-10-31,50.77891854893908
False,1,"53, rue de Lamy
94901 Millet",7599-8694-8464-9381,10/25,064,1990-08-15,35.48528405201917
True,1,"853, rue Mathilde Lombard
20422 Collin",1832-4523-1492-2559,6/24,051,1994-10-25,30.751540041067763
True,2,"87, avenue Leroux
19147 Saint Aiméeboeuf",4614-5132-7340-1718,6/25,023,2002-03-20,24.629705681040384
True,0,"11, chemin Élise Torres
57773 Carlier-les-Bains",9728-1194-6647-5358,11/25,772,2016-10-15,31.156741957563312
False,1,"97, chemin Aurélie Marion
89937 Sainte PatrickVille",9313-3138-4338-2395,5/24,194,2022-05-10,27.307323750855577
True,1,"31, boulevard Manon Maury
29740 Alexandre",6877-5325-8616-8664,1/25,168,2019-10-29,42.5845311430527
True,2,"354, boulevard Marguerite Delmas
46810 Hubert",8160-6407-4570-9861,10/24,638,2021-11-15,27.98904859685147
True,0,"92, avenue Gilbert Leleu
02237 Poulain",1129-4196-6696-6191,5/25,135,2011-06-23,44.876112251882276
True,0,"72, boulevard Joséphine Grenier
88758 Thomas",3895-9720-2126-3691,1/24,616,2010-06-05,31.920602327173167
True,2,"75, boulevard Lévy
76259 Descamps-sur-Mer",5410-8205-5714-3583,3/25,596,2003-04-15,47.90965092402464
True,2,"63, rue Michelle Barbe
51466 Sainte Alexandria-les-Bains",3272-8860-7908-7498,11/24,820,2003-10-22,22.940451745379878
True,1,"534, boulevard de Marchand
02106 Garcia-sur-Millet",9861-6882-5232-5333,10/25,326,2022-08-10,30.16563997262149
True,0,"2, chemin Durand
75165 Diasboeuf",2299-1799-1807-9118,12/25,012,2017-02-02,24.66803559206023
True,2,"4, rue Paul Étienne
32873 Valentin",5326-4345-5853-5024,7/25,204,1997-11-08,24.49555099247091
False,2,"73, avenue Emmanuel Parent
59281 Sainte Grégoirenec",6932-7013-3065-3091,11/25,878,2016-05-27,20.607802874743328
True,0,"boulevard Gilbert
80205 TanguyBourg",2053-9328-4972-8073,1/25,681,2003-05-02,18.38740588637919
False,0,"avenue Laporte
25235 Briand-sur-Mer",8466-8983-8419-4087,5/25,146,2012-06-15,43.044490075290895
True,1,"46, avenue Legendre
74898 Sainte Frédéric-la-Forêt",4244-9676-9223-6980,3/25,433,1982-01-16,23.808350444900753
False,1,"rue Ferreira
78472 Benoit-les-Bains",3676-7016-2829-1595,8/25,723,2019-12-04,39.90965092402464
True,1,"12, boulevard Alice Clerc
52811 Sainte Geneviève",3152-4552-7993-3201,3/24,520,1995-05-09,21.371663244353183
False,2,"923, rue Germain
10706 BernardBourg",1316-3095-6141-2883,1/25,944,2021-11-02,39.5564681724846
True,1,"16, rue de Marty
78849 Sainte Matthieu",3961-5881-3512-2929,3/25,670,2022-07-19,18.584531143052704
False,1,"145, chemin Isaac Caron
81882 Bailly",1799-1755-5633-9606,6/24,071,2021-02-13,40.31211498973306
True,2,"88, avenue de Pires
75702 DidierBourg",3307-1752-3095-8592,2/25,079,2017-06-26,28.427104722792606
True,2,"52, rue Cécile Goncalves
97276 Gomes",2085-8244-9472-6341,5/24,845,2008-06-14,31.189596167008897
True,0,"920, rue Delannoy
77304 Saint Augustinnec",9057-3837-9140-7371,1/25,258,1982-04-13,24.788501026694046
True,4,"11, rue Millet
16732 Carlierdan",6116-4599-6128-8799,10/24,985,2022-08-10,21.117043121149898
False,2,"92, rue Fabre
35661 Paul",9058-8765-2238-3800,7/25,993,1991-07-15,27.077344284736483
True,2,"avenue Philippine Ferrand
09428 Becker",5289-8566-5763-2845,5/25,039,1998-04-13,35.214236824093085
True,1,"72, avenue de Legrand
54717 Saint Rolandnec",3392-5447-5634-2823,6/25,838,2020-06-06,27.912388774811774
True,0,"543, boulevard de Lefebvre
51951 Riouboeuf",9595-8456-5408-4704,1/25,949,2021-02-09,23.416837782340863
True,3,"52, chemin de Pineau
22827 Vallet-sur-Mer",6766-7684-8533-6594,3/25,848,1982-11-03,22.60917180013689
True,1,"rue Michelle Pascal
04985 RousseauBourg",6075-6574-2529-2986,9/25,575,2021-06-09,22.16563997262149
False,1,"96, boulevard de Letellier
62101 Neveu",1201-3064-1416-2162,7/25,982,2017-08-25,45.57426420260096
False,0,"26, avenue de Auger
80756 Barthelemy",9567-4083-8939-9434,4/24,209,2004-06-28,28.134154688569474
True,0,"boulevard de Le Goff
66934 Pineau",8743-9452-3019-9211,8/25,038,2015-09-09,55.50444900752909
True,2,"6, chemin Denis Mahe
37127 Sainte Denis",7937-9075-6586-1736,10/24,101,2015-01-22,36.62422997946612
True,0,"boulevard Joly
91413 GuibertBourg",9613-9684-1330-7183,10/25,156,1991-09-02,34.12457221081451
True,1,"85, rue de Barthelemy
28459 François-les-Bains",6536-2296-5491-5825,3/24,982,2019-10-28,20.438056125941138
True,1,"1, chemin Royer
74624 Sainte Suzanne",7110-5891-6732-3003,4/24,055,2018-01-12,18.130047912388775
False,3,"rue Lopez
32346 Denisboeuf",7519-3538-9367-2537,8/25,185,2019-07-24,20.985626283367555
True,0,"323, rue Roger Da Silva
44927 Saint Stéphane",5149-8703-7438-9258,2/25,500,2014-08-14,29.894592744695416
False,1,"rue de Loiseau
56230 Masse",6084-7460-9922-6424,7/24,138,1999-06-27,24.643394934976044
False,2,"rue de Carlier
45905 Leclercq",5620-2440-6070-6283,1/25,942,2007-01-31,19.40041067761807
False,1,"18, chemin Thierry Lacroix
53429 Pages-sur-Boulay",4749-8510-5102-8673,10/25,768,2022-06-05,29.420944558521562
True,0,"avenue de Pons
30361 Ferrand-la-Forêt",9434-3304-6480-2627,11/25,828,2017-02-08,27.416837782340863
True,0,"30, boulevard Rousseau
33959 Marin",1248-5661-4939-7756,8/25,883,2013-05-07,42.078028747433265
False,0,"80, rue Tessier
88308 Pierredan",6658-1367-3817-6053,4/24,125,1998-10-01,25.062286105407257
True,1,"2, rue Marcelle Fabre
59719 Valentin",4750-3801-7059-3159,6/24,251,2014-11-16,44.747433264887064
True,0,"639, boulevard Pineau
69947 Bonneau-sur-Torres",5991-7550-4897-3942,3/24,094,2014-12-10,22.351813826146476
True,1,"75, avenue Courtois
77644 Pelletier",6509-7318-8935-3627,5/24,767,1977-10-07,20.72826830937714
True,0,"avenue Tanguy
49779 Joubertnec",7247-3349-2200-5576,3/25,506,2017-07-26,30.253251197809718
True,0,"2, chemin Louis Leblanc
30328 SalmonVille",6355-7408-8453-6737,10/24,711,2021-01-14,23.50171115674196
False,2,"41, boulevard Marchand
64965 Guibert",5823-5147-2418-4083,6/25,981,2012-06-03,33.596167008898014
True,3,"70, rue Bernard
79502 Vasseur-sur-Chevalier",9135-3235-2630-1932,3/24,234,2013-08-15,19.923340177960302
True,2,"33, chemin de Aubry
30304 Guillou-les-Bains",1994-8974-9650-1224,6/25,968,2017-01-13,57.27310061601643
True,2,"18, boulevard Aimée Maillot
09612 Lenoir",3792-9920-7229-1187,3/25,815,2009-03-13,36.24640657084189
True,1,"59, rue de Brunel
62666 David",6765-5719-3610-2847,8/24,654,2000-03-24,20.856947296372347
True,0,"9, rue de Boutin
28380 Sainte Andrée",1689-2291-7306-1517,3/25,625,2020-09-07,21.492128678986994
True,0,"40, rue Susanne Hernandez
51777 Peltier",4821-3201-9899-4266,6/24,205,1993-11-04,25.251197809719372
True,0,"90, rue Léger
18645 Chevallier",8521-1198-5387-7253,5/25,119,2009-12-11,27.64955509924709
False,0,"49, chemin Ribeiro
36398 Delaunay",4721-7867-8509-9386,5/24,344,2015-09-06,36.276522929500345
True,0,"855, rue Collin
97256 Regnier",9135-7073-8779-8510,5/25,665,2010-09-28,29.982203969883642
False,0,"11, rue Bernadette Barbe
55496 Bigot-sur-Guillet",5431-5440-5975-5405,12/25,827,2013-05-25,42.70225872689939
False,1,"136, rue Gabrielle Lecoq
95160 Bonneau-sur-Buisson",6658-3639-6511-8112,12/24,435,1991-03-27,24.04928131416838
True,1,"51, avenue de Thomas
44903 Jacob",8265-1988-2663-9744,7/25,603,2010-05-14,41.79876796714579
True,1,"42, rue de Rodriguez
25834 Paris",3677-4466-7317-2731,4/25,399,2016-10-06,35.86858316221766
False,2,"avenue de Klein
27967 Legros-sur-Moreno",9620-8094-9496-4201,11/25,157,2021-04-24,18.579055441478438
True,1,"1, boulevard Lefèvre
47682 Lemoine",1659-2113-4177-5987,5/24,809,2022-11-27,47.24435318275154
True,0,"76, boulevard Pénélope Allain
21800 Rodrigues-les-Bains",2047-6918-8940-3139,4/25,207,2013-08-28,32.60780287474333
True,0,"738, rue de Rodrigues
58519 Martineau",8016-8132-4927-9887,2/24,176,2007-07-01,18.87748117727584
True,0,"91, rue de Pottier
77285 Gilletdan",3340-1604-2959-5238,11/24,553,1997-04-09,27.16495550992471
False,2,"826, rue Julien
68250 Saint Philippine",3991-1371-2589-2724,6/24,935,2005-10-06,29.059548254620122
True,2,"87, chemin Mendès
87198 Vallet-sur-Chrétien",4069-1848-5783-9190,11/24,942,1988-07-28,23.953456536618756
True,1,"rue Patricia Lenoir
70877 Lefebvre",7405-6470-3470-5069,11/24,949,2012-09-24,18.094455852156056
True,0,"604, rue de Huet
54438 Masse",7684-4413-4374-8901,6/24,387,2009-12-10,43.63860369609856
True,0,"avenue de Marin
35167 Reynaudnec",9979-2738-5637-6395,4/25,625,2020-12-02,18.73511293634497
True,0,"4, chemin de Lopes
17431 Bègue",2422-2415-9733-6168,2/24,742,2019-10-08,23.37577002053388
True,2,"499, boulevard Gay
60853 Joubert",6434-1629-1674-3029,8/24,874,2022-06-07,42.08350444900753
True,0,"2, chemin Allain
19627 Boucher",2443-6434-4331-6393,6/25,066,2017-03-28,36.79671457905544
False,2,"63, chemin de Gallet
57670 Vidal",4130-7191-3140-7229,7/25,291,2002-01-22,42.92402464065709
True,0,"518, boulevard Legendre
74286 GayBourg",4776-1364-2730-5363,9/24,671,2010-06-01,18.587268993839835
False,0,"57, chemin de Chevallier
94854 Pages-sur-Blanc",7410-3963-6640-4135,11/25,571,2005-09-20,23.72621492128679
False,2,"avenue Charles Tanguy
29218 Leclerc",8620-6283-2597-3338,12/24,256,2015-02-16,34.04791238877481
True,2,"30, rue Bousquet
02540 Lelièvrenec",9318-7786-6436-7050,11/24,807,2012-09-01,23.980835044490075
True,3,"5, boulevard Hamon
53449 Lesage",6672-8434-4693-7179,2/24,766,2021-04-19,64.54757015742642
True,0,"40, rue Margot Georges
41335 Sainte DavidBourg",3858-3364-3693-5878,6/25,433,2013-04-13,27.23340177960301
True,0,"avenue Moreno
88242 Lagarde",7769-1520-1811-2875,1/25,390,2019-03-02,61.489390828199866
False,0,"7, avenue Martineau
82558 Saint Jean-la-Forêt",3578-9298-9831-6545,3/24,002,2004-05-29,18.17385352498289
True,0,"40, rue de François
54596 MaceVille",6578-3400-6922-8592,11/25,115,1995-01-24,29.752224503764545
False,1,"4, avenue de Teixeira
63681 Legendre",7967-1627-7167-4579,4/25,377,1986-04-28,30.61738535249829
False,1,"514, boulevard Rossi
29996 Charles-sur-Seguin",2388-3157-3587-8896,6/25,294,2019-01-17,25.804243668720055
False,4,"28, rue de Antoine
09220 Hardy-sur-Aubert",8851-2247-4265-1199,8/24,624,2020-07-26,56.15605749486653
True,0,"chemin Émile Techer
68112 Le Roux",5670-7093-9955-4441,5/25,683,2016-03-09,35.7864476386037
False,0,"3, chemin Alexandria Colin
07798 Lenoir",5473-9359-1813-9064,11/24,141,2012-08-29,55.893223819301845
True,1,"1, rue Carpentier
50447 Costa",7154-3387-8620-3424,5/24,800,2010-08-14,48.38603696098563
True,3,"14, rue Anaïs Louis
20370 Boulay-les-Bains",8045-3823-8347-9323,1/25,349,2021-06-18,44.97467488021903
True,0,"37, avenue Hardy
90644 Sainte Brigitte",8205-7858-9508-6930,10/24,033,2021-08-29,21.14715947980835
True,1,"149, rue de Poulain
60976 Sainte William",8923-4607-3680-1486,10/25,661,2014-12-30,23.761806981519506
True,2,"738, chemin Stéphanie Lombard
72855 Lefèvre-la-Forêt",8416-1699-8512-3867,7/24,564,1993-08-20,37.880903490759756
True,0,"avenue Colin
60190 Morvan-sur-Coste",6171-2524-4842-7753,7/24,695,2008-06-14,34.455852156057496
True,0,"972, boulevard Raymond Colin
81707 Schmitt",9889-3942-6186-2521,1/24,466,2018-06-28,40.158795345653665
False,1,"26, boulevard Louise Pasquier
79424 CousinBourg",1849-3549-5077-2914,5/24,725,2022-11-16,33.8507871321013
True,1,"42, avenue Laure Leroy
32129 Bousquet",2045-1556-6141-8732,5/24,064,1982-09-09,23.550992470910334
True,3,"866, rue de Barthelemy
13918 Charrier",2227-5150-4433-6163,7/24,622,2013-03-20,18.83915126625599
True,0,"16, rue Thibault
90143 Girarddan",9829-8111-7287-1432,3/24,673,2008-05-13,22.72689938398357
False,1,"57, avenue de Allard
53816 Marques",7526-7273-4376-2529,4/24,433,2013-06-07,53.738535249828885
False,0,"91, rue Gaillard
90459 Letellier",4476-8926-1716-9923,1/24,189,2015-05-05,26.220396988364133
True,0,"29, rue François
84519 Lejeunenec",5866-2753-2799-1394,12/25,053,2017-01-08,48.55578370978782
True,0,"chemin Renard
13455 Sainte Philippine",9637-7895-2138-8341,7/24,968,2008-05-26,29.659137577002053
False,1,"70, boulevard Blanchet
92692 Maillet-sur-Michaud",5645-5324-9905-9208,4/24,637,2020-10-09,20.687200547570157
False,3,"970, chemin Hugues Guyon
31915 Gosselin-sur-Mer",7907-6092-8159-8912,8/24,110,2007-01-04,27.901437371663246
True,4,"989, rue Garnier
95424 TexierBourg",5056-7298-7461-3638,12/25,715,2007-04-19,25.32511978097194
True,2,"44, rue Roger
97282 Richard",8396-6468-6830-4092,10/24,318,2005-06-18,29.037645448323065
True,1,"803, chemin Maréchal
25747 Sainte StéphaneBourg",3664-8939-6251-8282,3/25,519,1998-08-03,43.20876112251882
True,2,"772, chemin Georges Descamps
85812 Leconte",3904-1917-1926-6185,2/25,885,2019-07-08,18.075290896646134
True,0,"8, rue Gilbert Costa
81262 Courtois-sur-Mer",6345-3649-7305-3531,3/25,666,2009-06-28,22.17659137577002
False,0,"7, chemin de Lecoq
83120 DumasVille",7613-1252-7783-6067,3/24,694,2001-07-19,20.550308008213552
True,1,"41, rue de Hoarau
36132 RaynaudVille",9597-2961-9179-8649,3/25,690,2013-05-19,43.98904859685147
False,0,"4, rue Thérèse Guillon
24895 Foucher",2888-4236-6750-9181,10/24,593,1991-02-01,24.021902806297057
False,0,"854, boulevard Fernandes
87284 Devaux-les-Bains",4654-3020-9625-7895,5/24,756,2014-03-18,44.39151266255989
False,2,"31, avenue de Samson
20362 Lefebvre",2415-5446-4037-4303,8/24,628,2004-03-02,44.27378507871321
True,0,"8, boulevard Alexandre
03115 Guillon",4205-1359-4084-3665,1/24,377,2006-05-07,20.23271731690623
True,0,"475, chemin de Lopez
34263 Ferrand-sur-Mer",3571-6345-4570-7478,12/25,853,1999-07-17,28.13141683778234
False,1,"87, rue Nicole Morvan
97238 Hamel",8343-1623-5448-3238,12/24,082,2017-03-25,46.04791238877481
True,2,"310, rue Louis Benard
50352 Parent",9547-6977-2046-7138,6/25,725,2007-03-24,29.67008898015058
True,1,"70, chemin Emmanuelle Maillard
21761 Sainte Adèle",3836-9589-4605-3314,8/25,286,2013-07-22,24.32854209445585
True,1,"28, boulevard de Bigot
19369 MorvanBourg",3692-5448-9822-4939,5/25,073,2022-06-04,21.28952772073922
False,0,"74, rue Bigot
13925 ChrétienBourg",8635-8748-1417-7307,5/25,129,1999-11-21,32.48733744010951
False,2,"5, chemin Vincent Thomas
83579 Leleu",6424-4926-7310-1638,6/24,480,1984-08-14,29.568788501026695
False,0,"avenue Dubois
26477 Schneiderboeuf",2510-7664-3342-1973,1/24,993,2012-12-23,43.26899383983573
False,1,"882, boulevard de Potier
58981 Meunier-sur-Bodin",3310-6893-1245-4657,10/25,690,2022-11-07,19.351129363449694
True,0,"rue Marie
25702 Mailletboeuf",9358-9302-9566-1749,3/24,244,1987-08-30,20.303901437371664
False,0,"77, boulevard Aubry
38968 Maheboeuf",2239-6224-1243-2591,3/24,892,2003-09-29,22.102669404517453
True,2,"boulevard de Leleu
31957 Louis-sur-Carre",3418-8804-9747-6954,2/24,516,2017-01-15,55.9233401779603
True,0,"14, avenue de Hamon
02421 HervéVille",9363-2378-3614-7111,3/24,932,2012-04-30,37.73305954825462
True,1,"chemin Masse
18914 Masson",1943-5582-9923-1332,4/25,330,2021-04-21,49.949349760438054
True,0,"19, rue Anaïs Besson
30440 Brun-les-Bains",9334-4025-4590-1783,2/24,684,2021-10-10,56.14784394250513
True,2,"94, rue Legendre
68736 Le Gall-sur-Mer",9876-1515-8860-9528,4/24,007,2022-05-27,18.691307323750856
True,0,"504, rue Courtois
26955 Lévy",1247-1697-7887-1417,6/25,491,2020-07-13,20.54757015742642
False,2,"22, chemin Petitjean
20485 Poiriernec",4585-5222-8399-8455,9/25,704,2022-05-24,19.01163586584531
True,0,"2, boulevard Anne Robin
51880 Baudry",4768-5940-5798-8508,1/24,617,1983-04-03,20.399726214921287
False,0,"602, rue Dupuy
41441 Saint Léon",5917-9376-7779-5175,7/24,437,2010-12-24,21.779603011635867
True,0,"4, avenue Timothée Lebreton
20637 Leconte-sur-Mer",8227-9985-5685-3944,9/25,162,2011-10-21,20.720054757015742
False,2,"62, boulevard de Lefebvre
50190 Chauvet",6681-6538-5553-1624,5/24,855,2020-07-02,23.397672826830938
True,1,"23, rue Thomas Philippe
64237 Rey-sur-Roussel",8396-6766-5433-4239,1/25,111,2019-09-16,56.55304585900068
True,1,"rue Susan Regnier
38262 Richard-sur-Gillet",3680-9417-3689-5175,10/25,442,2017-11-27,31.641341546885695
True,1,"16, chemin de Lesage
79332 Lefèvre",7202-4742-6871-7346,10/24,774,2013-09-08,34.5927446954141
True,1,"6, rue de Boucher
52330 Valletdan",5709-2837-6763-6421,3/24,133,2016-03-29,20.84599589322382
True,4,"180, rue Daniel Marie
91242 LeconteBourg",7799-9594-6145-8094,12/24,292,2003-06-13,47.04175222450377
True,1,"18, rue Victoire Maurice
46324 Saint Andréeboeuf",2417-3026-6269-7899,8/24,164,2018-06-08,23.15400410677618
True,0,"rue de Benard
18102 Riou",6042-4823-3440-4419,6/24,663,1999-11-15,25.82614647501711
True,0,"66, chemin Guilbert
11879 Sainte Margaudboeuf",3940-5630-8950-3199,3/24,642,2018-10-13,27.227926078028748
True,1,"538, rue de Rivière
79929 Rivière-les-Bains",8023-9763-5121-4102,1/25,487,2019-02-01,22.98425735797399
False,1,"78, boulevard de Hebert
72664 Saint SuzanneBourg",7305-5115-3107-8152,6/25,946,2016-05-23,34.25598904859685
True,1,"22, rue Picard
25115 Danielnec",9238-4435-6217-6991,11/24,404,1993-10-11,22.92950034223135
